Alr;Ar;Br;Brm;Brmx;Brmy;Brx;Bry;Fl;Flx;Fly;Hr;Hrx;Hry;J;Je;Jivr;Jr;R;Tl;Z;gamma;mur;pj;t;v;vx;vy;wm;
1.56463e-08;3.71331e-06;0.00170911;0;0;0;-0.000129599;0.00170419;0;0;0;1360.06;-103.131;1356.15;0;0;0;0;0.00421357;0;0.00291709;0;1;0;0;0;0;0;1.16225;
1.58942e-08;3.74312e-06;0.00170935;0;0;0;-0.000129599;0.00170443;0;0;0;1360.26;-103.131;1356.34;0;0;0;0;0.00424623;0;0.0029397;0;1;0;0;0;0;0;1.16258;
1.6144e-08;3.77293e-06;0.00170959;0;0;0;-0.000129599;0.00170467;0;0;0;1360.44;-103.131;1356.53;0;0;0;0;0.00427889;0;0.00296231;0;1;0;0;0;0;0;1.1629;
1.63957e-08;3.80274e-06;0.00170982;0;0;0;-0.000129599;0.0017049;0;0;0;1360.63;-103.131;1356.72;0;0;0;0;0.00431156;0;0.00298492;0;1;0;0;0;0;0;1.16322;
1.66494e-08;3.83255e-06;0.00171005;0;0;0;-0.000129599;0.00170513;0;0;0;1360.81;-103.131;1356.9;0;0;0;0;0.00434422;0;0.00300754;0;1;0;0;0;0;0;1.16353;
1.69077e-08;3.86296e-06;0.00175616;0;0;0;-0.000187586;0.00174611;0;0;0;1397.5;-149.276;1389.51;0;0;0;0;0.00437688;0;0.00303015;0;1;0;0;0;0;0;1.22712;
1.7177e-08;3.89541e-06;0.00175697;0;0;0;-0.000187586;0.00174693;0;0;0;1398.15;-149.276;1390.16;0;0;0;0;0.00440955;0;0.00305276;0;1;0;0;0;0;0;1.22826;
1.74484e-08;3.92786e-06;0.00175778;0;0;0;-0.000187586;0.00174774;0;0;0;1398.79;-149.276;1390.8;0;0;0;0;0.00444221;0;0.00307538;0;1;0;0;0;0;0;1.22938;
1.77219e-08;3.96031e-06;0.00175857;0;0;0;-0.000187586;0.00174854;0;0;0;1399.42;-149.276;1391.44;0;0;0;0;0.00447487;0;0.00309799;0;1;0;0;0;0;0;1.23049;
1.79975e-08;3.99275e-06;0.00175935;0;0;0;-0.000187586;0.00174932;0;0;0;1400.04;-149.276;1392.06;0;0;0;0;0.00450754;0;0.0031206;0;1;0;0;0;0;0;1.23158;
1.82752e-08;4.0252e-06;0.00176012;0;0;0;-0.000187586;0.0017501;0;0;0;1400.66;-149.276;1392.68;0;0;0;0;0.0045402;0;0.00314322;0;1;0;0;0;0;0;1.23266;
1.85551e-08;4.05765e-06;0.00176088;0;0;0;-0.000187586;0.00175086;0;0;0;1401.26;-149.276;1393.29;0;0;0;0;0.00457286;0;0.00316583;0;1;0;0;0;0;0;1.23372;
1.88371e-08;4.0901e-06;0.00176163;0;0;0;-0.000187586;0.00175161;0;0;0;1401.85;-149.276;1393.88;0;0;0;0;0.00460553;0;0.00318844;0;1;0;0;0;0;0;1.23477;
1.91211e-08;4.12254e-06;0.00176236;0;0;0;-0.000187586;0.00175235;0;0;0;1402.44;-149.276;1394.47;0;0;0;0;0.00463819;0;0.00321106;0;1;0;0;0;0;0;1.23581;
1.94074e-08;4.15499e-06;0.00176309;0;0;0;-0.000187586;0.00175308;0;0;0;1403.02;-149.276;1395.06;0;0;0;0;0.00467085;0;0.00323367;0;1;0;0;0;0;0;1.23683;
1.96957e-08;4.18744e-06;0.00176381;0;0;0;-0.000187586;0.0017538;0;0;0;1403.59;-149.276;1395.63;0;0;0;0;0.00470352;0;0.00325628;0;1;0;0;0;0;0;1.23783;
1.99874e-08;4.22015e-06;0.00176623;0;0;0;-0.000210524;0.00175364;0;0;0;1405.52;-167.529;1395.5;0;0;0;0;0.00473618;0;0.00327889;0;1;0;0;0;0;0;1.24124;
2.02823e-08;4.25309e-06;0.00176703;0;0;0;-0.000210524;0.00175445;0;0;0;1406.16;-167.529;1396.14;0;0;0;0;0.00476884;0;0.00330151;0;1;0;0;0;0;0;1.24236;
2.05794e-08;4.28602e-06;0.00176782;0;0;0;-0.000210524;0.00175524;0;0;0;1406.78;-167.529;1396.77;0;0;0;0;0.00480151;0;0.00332412;0;1;0;0;0;0;0;1.24347;
2.08786e-08;4.31896e-06;0.0017686;0;0;0;-0.000210524;0.00175602;0;0;0;1407.4;-167.529;1397.39;0;0;0;0;0.00483417;0;0.00334673;0;1;0;0;0;0;0;1.24456;
2.11799e-08;4.35189e-06;0.00176936;0;0;0;-0.000210524;0.00175679;0;0;0;1408.01;-167.529;1398.01;0;0;0;0;0.00486683;0;0.00336935;0;1;0;0;0;0;0;1.24564;
2.14835e-08;4.38483e-06;0.00177012;0;0;0;-0.000210524;0.00175755;0;0;0;1408.61;-167.529;1398.61;0;0;0;0;0.0048995;0;0.00339196;0;1;0;0;0;0;0;1.2467;
2.17891e-08;4.41777e-06;0.00177086;0;0;0;-0.000210524;0.0017583;0;0;0;1409.2;-167.529;1399.21;0;0;0;0;0.00493216;0;0.00341457;0;1;0;0;0;0;0;1.24775;
2.2097e-08;4.4507e-06;0.0017716;0;0;0;-0.000210524;0.00175905;0;0;0;1409.79;-167.529;1399.8;0;0;0;0;0.00496482;0;0.00343719;0;1;0;0;0;0;0;1.24879;
2.24069e-08;4.48364e-06;0.00177232;0;0;0;-0.000210524;0.00175978;0;0;0;1410.37;-167.529;1400.38;0;0;0;0;0.00499749;0;0.0034598;0;1;0;0;0;0;0;1.24981;
2.2719e-08;4.51657e-06;0.00177304;0;0;0;-0.000210524;0.0017605;0;0;0;1410.94;-167.529;1400.96;0;0;0;0;0.00503015;0;0.00348241;0;1;0;0;0;0;0;1.25083;
2.30333e-08;4.54951e-06;0.00177375;0;0;0;-0.000210524;0.00176121;0;0;0;1411.5;-167.529;1401.52;0;0;0;0;0.00506281;0;0.00350503;0;1;0;0;0;0;0;1.25182;
2.33497e-08;4.58245e-06;0.00177445;0;0;0;-0.000210524;0.00176191;0;0;0;1412.06;-167.529;1402.08;0;0;0;0;0.00509548;0;0.00352764;0;1;0;0;0;0;0;1.25281;
2.36683e-08;4.61538e-06;0.00177514;0;0;0;-0.000210524;0.00176261;0;0;0;1412.61;-167.529;1402.64;0;0;0;0;0.00512814;0;0.00355025;0;1;0;0;0;0;0;1.25378;
2.39891e-08;4.64832e-06;0.00177582;0;0;0;-0.000210524;0.00176329;0;0;0;1413.15;-167.529;1403.18;0;0;0;0;0.0051608;0;0.00357286;0;1;0;0;0;0;0;1.25475;
2.43119e-08;4.68125e-06;0.00177649;0;0;0;-0.000210524;0.00176397;0;0;0;1413.68;-167.529;1403.72;0;0;0;0;0.00519347;0;0.00359548;0;1;0;0;0;0;0;1.2557;
2.4637e-08;4.71419e-06;0.00177715;0;0;0;-0.000210524;0.00176464;0;0;0;1414.21;-167.529;1404.25;0;0;0;0;0.00522613;0;0.00361809;0;1;0;0;0;0;0;1.25663;
2.49704e-08;4.74832e-06;0.00184479;0;0;0;-0.000241794;0.00182887;0;0;0;1468.03;-192.413;1455.37;0;0;0;0;0.00525879;0;0.0036407;0;1;0;0;0;0;0;1.3541;
2.53145e-08;4.78403e-06;0.00184595;0;0;0;-0.000241794;0.00183005;0;0;0;1468.96;-192.413;1456.3;0;0;0;0;0.00529146;0;0.00366332;0;1;0;0;0;0;0;1.35582;
2.56609e-08;4.81974e-06;0.0018471;0;0;0;-0.000241794;0.00183121;0;0;0;1469.88;-192.413;1457.23;0;0;0;0;0.00532412;0;0.00368593;0;1;0;0;0;0;0;1.35751;
2.60096e-08;4.85546e-06;0.00184824;0;0;0;-0.000241794;0.00183236;0;0;0;1470.78;-192.413;1458.14;0;0;0;0;0.00535678;0;0.00370854;0;1;0;0;0;0;0;1.35918;
2.63607e-08;4.89117e-06;0.00184936;0;0;0;-0.000241794;0.00183349;0;0;0;1471.67;-192.413;1459.04;0;0;0;0;0.00538945;0;0.00373116;0;1;0;0;0;0;0;1.36083;
2.67141e-08;4.92688e-06;0.00185047;0;0;0;-0.000241794;0.00183461;0;0;0;1472.56;-192.413;1459.93;0;0;0;0;0.00542211;0;0.00375377;0;1;0;0;0;0;0;1.36246;
2.70698e-08;4.96259e-06;0.00185157;0;0;0;-0.000241794;0.00183571;0;0;0;1473.43;-192.413;1460.81;0;0;0;0;0.00545477;0;0.00377638;0;1;0;0;0;0;0;1.36408;
2.74279e-08;4.99831e-06;0.00185265;0;0;0;-0.000241794;0.00183681;0;0;0;1474.29;-192.413;1461.68;0;0;0;0;0.00548744;0;0.00379899;0;1;0;0;0;0;0;1.36568;
2.77883e-08;5.03402e-06;0.00185372;0;0;0;-0.000241794;0.00183789;0;0;0;1475.14;-192.413;1462.54;0;0;0;0;0.0055201;0;0.00382161;0;1;0;0;0;0;0;1.36725;
2.8151e-08;5.06973e-06;0.00185478;0;0;0;-0.000241794;0.00183895;0;0;0;1475.99;-192.413;1463.39;0;0;0;0;0.00555276;0;0.00384422;0;1;0;0;0;0;0;1.36882;
2.85161e-08;5.10544e-06;0.00185583;0;0;0;-0.000241794;0.00184001;0;0;0;1476.82;-192.413;1464.23;0;0;0;0;0.00558543;0;0.00386683;0;1;0;0;0;0;0;1.37036;
2.88835e-08;5.14115e-06;0.00185686;0;0;0;-0.000241794;0.00184105;0;0;0;1477.64;-192.413;1465.06;0;0;0;0;0.00561809;0;0.00388945;0;1;0;0;0;0;0;1.37189;
2.92532e-08;5.17687e-06;0.00185788;0;0;0;-0.000241794;0.00184208;0;0;0;1478.45;-192.413;1465.88;0;0;0;0;0.00565075;0;0.00391206;0;1;0;0;0;0;0;1.3734;
2.96253e-08;5.21258e-06;0.00185889;0;0;0;-0.000241794;0.0018431;0;0;0;1479.26;-192.413;1466.69;0;0;0;0;0.00568342;0;0.00393467;0;1;0;0;0;0;0;1.37489;
2.99996e-08;5.24829e-06;0.00185989;0;0;0;-0.000241794;0.00184411;0;0;0;1480.05;-192.413;1467.49;0;0;0;0;0.00571608;0;0.00395729;0;1;0;0;0;0;0;1.37637;
3.03769e-08;5.2841e-06;0.00188211;0;0;0;-0.000284132;0.00186054;0;0;0;1497.73;-226.105;1480.57;0;0;0;0;0.00574874;0;0.0039799;0;1;0;0;0;0;0;1.40945;
3.07644e-08;5.32127e-06;0.00188333;0;0;0;-0.000284132;0.00186177;0;0;0;1498.7;-226.105;1481.55;0;0;0;0;0.00578141;0;0.00400251;0;1;0;0;0;0;0;1.41128;
3.11544e-08;5.35845e-06;0.00188454;0;0;0;-0.000284132;0.001863;0;0;0;1499.67;-226.105;1482.52;0;0;0;0;0.00581407;0;0.00402513;0;1;0;0;0;0;0;1.41309;
3.15468e-08;5.39562e-06;0.00188574;0;0;0;-0.000284132;0.00186421;0;0;0;1500.62;-226.105;1483.49;0;0;0;0;0.00584673;0;0.00404774;0;1;0;0;0;0;0;1.41488;
3.19473e-08;5.43378e-06;0.00203818;0;0;0;-0.000354044;0.00200719;0;0;0;1621.93;-281.738;1597.27;0;0;0;0;0.0058794;0;0.00407035;0;1;0;0;0;0;0;1.65289;
3.23813e-08;5.47716e-06;0.00204038;0;0;0;-0.000354044;0.00200943;0;0;0;1623.68;-281.738;1599.05;0;0;0;0;0.00591206;0;0.00409296;0;1;0;0;0;0;0;1.65646;
3.28181e-08;5.52054e-06;0.00204255;0;0;0;-0.000354044;0.00201163;0;0;0;1625.41;-281.738;1600.8;0;0;0;0;0.00594472;0;0.00411558;0;1;0;0;0;0;0;1.65999;
3.32577e-08;5.56392e-06;0.0020447;0;0;0;-0.000354044;0.00201382;0;0;0;1627.12;-281.738;1602.54;0;0;0;0;0.00597739;0;0.00413819;0;1;0;0;0;0;0;1.66348;
3.37002e-08;5.6073e-06;0.00204683;0;0;0;-0.000354044;0.00201598;0;0;0;1628.81;-281.738;1604.26;0;0;0;0;0.00601005;0;0.0041608;0;1;0;0;0;0;0;1.66695;
3.41454e-08;5.65068e-06;0.00204893;0;0;0;-0.000354044;0.00201811;0;0;0;1630.48;-281.738;1605.96;0;0;0;0;0.00604271;0;0.00418342;0;1;0;0;0;0;0;1.67037;
3.45936e-08;5.69406e-06;0.00205101;0;0;0;-0.000354044;0.00202022;0;0;0;1632.14;-281.738;1607.64;0;0;0;0;0.00607538;0;0.00420603;0;1;0;0;0;0;0;1.67377;
3.50445e-08;5.73744e-06;0.00205307;0;0;0;-0.000354044;0.00202231;0;0;0;1633.78;-281.738;1609.3;0;0;0;0;0.00610804;0;0.00422864;0;1;0;0;0;0;0;1.67713;
3.54983e-08;5.78082e-06;0.00205511;0;0;0;-0.000354044;0.00202438;0;0;0;1635.4;-281.738;1610.95;0;0;0;0;0.0061407;0;0.00425126;0;1;0;0;0;0;0;1.68046;
3.59549e-08;5.8242e-06;0.00205712;0;0;0;-0.000354044;0.00202643;0;0;0;1637;-281.738;1612.58;0;0;0;0;0.00617337;0;0.00427387;0;1;0;0;0;0;0;1.68376;
3.64144e-08;5.86758e-06;0.00205912;0;0;0;-0.000354044;0.00202845;0;0;0;1638.59;-281.738;1614.19;0;0;0;0;0.00620603;0;0.00429648;0;1;0;0;0;0;0;1.68702;
3.68767e-08;5.91096e-06;0.00206109;0;0;0;-0.000354044;0.00203046;0;0;0;1640.16;-281.738;1615.78;0;0;0;0;0.00623869;0;0.0043191;0;1;0;0;0;0;0;1.69026;
3.73418e-08;5.95434e-06;0.00206304;0;0;0;-0.000354044;0.00203244;0;0;0;1641.71;-281.738;1617.36;0;0;0;0;0.00627136;0;0.00434171;0;1;0;0;0;0;0;1.69346;
3.78097e-08;5.99772e-06;0.00206498;0;0;0;-0.000354044;0.0020344;0;0;0;1643.25;-281.738;1618.92;0;0;0;0;0.00630402;0;0.00436432;0;1;0;0;0;0;0;1.69664;
3.82805e-08;6.0411e-06;0.00206689;0;0;0;-0.000354044;0.00203634;0;0;0;1644.77;-281.738;1620.47;0;0;0;0;0.00633668;0;0.00438693;0;1;0;0;0;0;0;1.69978;
3.87542e-08;6.08448e-06;0.00206878;0;0;0;-0.000354044;0.00203826;0;0;0;1646.28;-281.738;1621.99;0;0;0;0;0.00636935;0;0.00440955;0;1;0;0;0;0;0;1.7029;
3.92306e-08;6.12786e-06;0.00207066;0;0;0;-0.000354044;0.00204017;0;0;0;1647.77;-281.738;1623.51;0;0;0;0;0.00640201;0;0.00443216;0;1;0;0;0;0;0;1.70599;
3.97099e-08;6.17124e-06;0.00207251;0;0;0;-0.000354044;0.00204205;0;0;0;1649.25;-281.738;1625.01;0;0;0;0;0.00643467;0;0.00445477;0;1;0;0;0;0;0;1.70904;
4.0192e-08;6.21462e-06;0.00207435;0;0;0;-0.000354044;0.00204391;0;0;0;1650.71;-281.738;1626.49;0;0;0;0;0.00646734;0;0.00447739;0;1;0;0;0;0;0;1.71207;
4.06614e-08;6.25561e-06;0.00187475;0;0;0;-0.00059336;0.00177838;0;0;0;1491.88;-472.18;1415.18;0;0;0;0;0.0065;0;0.0045;0;1;0;0;0;0;0;1.39845;
